time,position,velocity,acceleration
4.79346,0.495304,0,0
4.82389,0.495304,0,0
4.82541,0.495304,0,0
4.85378,0.495304,0,0
4.85697,0.495304,0,0
4.88386,0.495304,0,0
4.88906,0.495304,0,0
4.91398,0.495304,0,0
4.92187,0.495304,0,0
4.94379,0.495304,0,0
4.95301,0.495304,0,0
4.97368,0.495304,0,0
4.98584,0.495304,0,0
5.00403,0.495304,0,0
5.01782,0.495304,0,0
5.0338,0.495304,0,0
5.0504,0.495304,0,0
5.06377,0.495304,0,0
5.08209,0.495304,0,0
5.09413,0.495304,0,0
5.11409,0.495304,0,0
5.12398,0.495304,0,0
5.14582,0.495304,0,0
5.15361,0.495304,0,0
5.17771,0.495304,0,0
5.18368,0.495304,0,0
5.19195,0.495304,0,0
5.21393,0.495304,0,0
5.24379,0.495304,0,0
5.27372,0.495304,0,0
5.30372,0.495304,0,0
5.33393,0.495304,0,0
5.36396,0.495304,0,0
5.39384,0.495304,0,0
5.42368,0.495304,0,0
5.45388,0.495304,0,0
5.48375,0.495304,0,0
5.51396,0.495304,0,0
5.54373,0.495304,0,0
5.5738,0.495304,0,0
5.60381,0.495304,0,0
5.63405,0.495304,0,0
5.66393,0.495304,0,0
5.69397,0.495304,0,0
5.72381,0.495304,0,0
5.75398,0.495304,0,0
5.7841,0.495304,0,0
5.81447,0.495304,0,0
5.84453,0.495304,0,0
5.87381,0.495304,0,0
5.90429,0.495304,0,0
5.93403,0.495304,0,0
5.96393,0.495304,0,0
5.99395,0.495304,0,0
6.024,0.495304,0,0
6.05374,0.495304,0,0
6.08388,0.495304,0,0
6.11386,0.495304,0,0
6.14387,0.495304,0,0
6.1737,0.495304,0,0
6.20398,0.495304,0,0
6.23378,0.495304,0,0
6.2639,0.495304,0,0
6.29392,0.495304,0,0
6.32395,0.495304,0,0
6.3539,0.495304,0,0
6.38403,0.495304,0,0
6.41387,0.495304,0,0
6.44383,0.495304,0,0
6.47385,0.495304,0,0
6.50381,0.495304,0,0
6.53394,0.495304,0,0
6.56368,0.495304,0,0
6.59405,0.495304,0,0
6.62392,0.495304,0,0
6.65372,0.495304,0,0
6.68388,0.495304,0,0
6.71411,0.495304,0,0
6.74377,0.495304,0,0
6.77382,0.495304,0,0
6.8039,0.495304,0,0
6.83382,0.495304,0,0
6.86379,0.495304,0,0
6.89395,0.495304,0,0
6.92379,0.495304,0,0
6.95436,0.495304,0,0
6.98385,0.495304,0,0
7.01383,0.495304,0,0
7.04394,0.495304,0,0
7.07381,0.495304,0,0
7.10376,0.495304,0,0
7.13379,0.495304,0,0
7.16374,0.495304,0,0
7.19378,0.495304,0,0
7.22378,0.495304,0,0
7.25402,0.495304,0,0
7.28382,0.495304,0,0
7.31376,0.495304,0,0
7.34401,0.495304,0,0
7.37389,0.495304,0,0
7.40376,0.495304,0,0
7.43401,0.495304,0,0
7.46391,0.495304,0,0
7.49367,0.495304,0,0
7.52388,0.495304,0,0
7.55413,0.495304,0,0
7.58389,0.495304,0,0
7.61378,0.495304,0,0
7.64398,0.495304,0,0
7.67363,0.495304,0,0
7.7039,0.495304,0,0
7.73397,0.495304,0,0
7.76372,0.495304,0,0
7.79375,0.495304,0,0
7.8241,0.495304,0,0
7.8538,0.495304,0,0
7.88384,0.495304,0,0
7.91389,0.495304,0,0
7.94382,0.495304,0,0
7.97385,0.495304,0,0
8.00415,0.495304,0,0
8.03428,0.495304,0,0
8.06374,0.495304,0,0
8.09384,0.495304,0,0
8.12373,0.495304,0,0
8.15403,0.495304,0,0
8.18421,0.495304,0,0
8.21399,0.495304,0,0
8.24418,0.495304,0,0
8.27385,0.495304,0,0
8.30392,0.495304,0,0
8.3341,0.495304,0,0
8.36399,0.495304,0,0
8.39387,0.495304,0,0
8.42382,0.495304,0,0
8.45374,0.495304,0,0
8.48377,0.495304,0,0
8.51377,0.495304,0,0
8.54394,0.495304,0,0
8.57397,0.495304,0,0
8.60377,0.495304,0,0
8.63388,0.495304,0,0
8.66372,0.495304,0,0
8.69378,0.495304,0,0
8.72394,0.495304,0,0
8.75398,0.495304,0,0
8.78389,0.495304,0,0
8.81388,0.495304,0,0
8.84385,0.495304,0,0
8.87382,0.495304,0,0
8.90395,0.495304,0,0
8.93385,0.495304,0,0
8.96385,0.495304,0,0
8.9937,0.495304,0,0
9.02377,0.495304,0,0
9.05392,0.495304,0,0
9.0838,0.495304,0,0
9.11376,0.495304,0,0
9.14371,0.495304,0,0
9.17381,0.495304,0,0
9.20384,0.495304,0,0
9.23385,0.495304,0,0
9.26387,0.495304,0,0
9.29374,0.495304,0,0
9.32372,0.495304,0,0
9.35405,0.495304,0,0
9.38394,0.495304,0,0
9.41385,0.495304,0,0
9.4438,0.495304,0,0
9.47378,0.495304,0,0
9.50408,0.495304,0,0
9.53402,0.495304,0,0
9.56416,0.495304,0,0
9.59387,0.495304,0,0
9.62376,0.495304,0,0
9.65392,0.495304,0,0
9.68387,0.495304,0,0
9.7138,0.495304,0,0
9.74404,0.495304,0,0
9.7739,0.495304,0,0
9.80428,0.495304,0,0
9.83377,0.495304,0,0
9.86387,0.495304,0,0
9.89405,0.495304,0,0
9.92381,0.495304,0,0
9.95439,0.495304,0,0
9.98393,0.495304,0,0
10.0139,0.495304,0,0
10.0441,0.495304,0,0
10.0739,0.495304,0,0
10.1041,0.495304,0,0
10.1338,0.495304,0,0
10.1641,0.495304,0,0
10.1942,0.495304,0,0
10.224,0.495304,0,0
10.2539,0.495304,0,0
10.284,0.495304,0,0
10.3139,0.495304,0,0
10.3441,0.495304,0,0
10.3738,0.495304,0,0
10.4039,0.495304,0,0
10.4338,0.495304,0,0
10.4638,0.495304,0,0
10.494,0.495304,0,0
10.5239,0.495304,0,0
10.5538,0.495304,0,0
10.584,0.495304,0,0
10.6138,0.495304,0,0
10.6439,0.495304,0,0
10.6739,0.495304,0,0
10.7046,0.495304,0,0
10.7339,0.495304,0,0
10.7637,0.495304,0,0
10.7941,0.495304,0,0
10.8242,0.495304,0,0
10.8539,0.495304,0,0
10.8839,0.495304,0,0
10.914,0.495304,0,0
10.9439,0.495304,0,0
10.9738,0.495304,0,0
11.0039,0.495304,0,0
11.0339,0.495304,0,0
11.0637,0.495304,0,0
11.0939,0.495304,0,0
11.1238,0.495304,0,0
11.1538,0.495304,0,0
11.1841,0.495304,0,0
11.2141,0.495304,0,0
11.2439,0.495304,0,0
11.2738,0.495304,0,0
11.3039,0.495304,0,0
11.3339,0.495304,0,0
11.364,0.495304,0,0
11.3941,0.495304,0,0
11.4238,0.495304,0,0
11.4539,0.495304,0,0
11.4839,0.495304,0,0
11.5139,0.495304,0,0
11.544,0.495304,0,0
11.5738,0.495304,0,0
11.604,0.495304,0,0
11.6341,0.495304,0,0
11.6636,0.495304,0,0
11.6939,0.495304,0,0
11.7238,0.495304,0,0
11.7537,0.495304,0,0
11.7838,0.495304,0,0
11.8138,0.495304,0,0
11.844,0.495304,0,0
11.8737,0.495304,0,0
11.9039,0.495304,0,0
11.9339,0.495304,0,0
11.9638,0.495304,0,0
11.9938,0.495304,0,0
12.0239,0.495304,0,0
12.054,0.495304,0,0
12.0838,0.495304,0,0
12.1138,0.495304,0,0
12.1438,0.495304,0,0
12.1737,0.495304,0,0
12.2038,0.495304,0,0
12.2339,0.495304,0,0
12.2637,0.495304,0,0
12.2939,0.495304,0,0
12.3238,0.495304,0,0
12.3543,0.495304,0,0
12.3838,0.495304,0,0
12.4139,0.495304,0,0
12.4437,0.495304,0,0
12.4739,0.495304,0,0
12.5038,0.495304,0,0
12.5338,0.495304,0,0
12.5639,0.495304,0,0
12.5939,0.495304,0,0
12.6238,0.495304,0,0
12.6537,0.495304,0,0
12.6839,0.495304,0,0
12.7139,0.495304,0,0
12.7441,0.495304,0,0
12.774,0.495304,0,0
12.8038,0.495304,0,0
12.8338,0.495304,0,0
12.8638,0.495304,0,0
12.894,0.495304,0,0
12.9237,0.495304,0,0
12.9537,0.495304,0,0
12.9843,0.495304,0,0
13.014,0.495304,0,0
13.0441,0.495304,0,0
13.0739,0.495304,0,0
13.1039,0.495304,0,0
13.1339,0.495304,0,0
13.1638,0.495304,0,0
13.1939,0.495304,0,0
13.2238,0.495304,0,0
13.2541,0.495304,0,0
13.284,0.495304,0,0
13.3139,0.495304,0,0
13.3437,0.495304,0,0
13.3738,0.495304,0,0
13.4038,0.495304,0,0
13.434,0.495304,0,0
13.4638,0.495304,0,0
13.4939,0.495304,0,0
13.5239,0.495304,0,0
13.5543,0.495304,0,0
13.5837,0.495304,0,0
13.6139,0.495304,0,0
13.6442,0.495304,0,0
13.674,0.495304,0,0
13.7041,0.495304,0,0
13.7338,0.495304,0,0
13.7638,0.495304,0,0
13.794,0.495304,0,0
13.8239,0.495304,0,0
13.8539,0.495304,0,0
13.8839,0.495304,0,0
13.9139,0.495304,0,0
13.9439,0.495304,0,0
13.9739,0.495304,0,0
14.0039,0.495304,0,0
14.0339,0.495304,0,0
14.0637,0.495304,0,0
14.0939,0.495304,0,0
14.1238,0.495304,0,0
14.1538,0.495304,0,0
14.184,0.495304,0,0
14.2141,0.495304,0,0
14.2441,0.495304,0,0
14.2739,0.495304,0,0
14.3041,0.495304,0,0
14.3339,0.495304,0,0
14.364,0.495304,0,0
14.3938,0.495304,0,0
14.4237,0.495304,0,0
14.4542,0.495304,0,0
14.484,0.495304,0,0
14.514,0.495304,0,0
14.5438,0.495304,0,0
14.5739,0.495304,0,0
14.6039,0.495304,0,0
14.6341,0.495304,0,0
14.664,0.495304,0,0
14.6938,0.495304,0,0
14.724,0.495304,0,0
14.7543,0.495304,0,0
14.7839,0.495304,0,0
14.8138,0.495304,0,0
14.8438,0.495304,0,0
14.8738,0.495304,0,0
14.9038,0.495304,0,0
14.9337,0.495304,0,0
14.9638,0.495304,0,0
14.9939,0.495304,0,0
15.0239,0.495304,0,0
15.0539,0.495304,0,0
15.0841,0.495304,0,0
15.114,0.495304,0,0
15.144,0.495304,0,0
15.1737,0.495304,0,0
15.204,0.495304,0,0
15.2339,0.495304,0,0
15.2639,0.495304,0,0
15.2938,0.495304,0,0
15.3239,0.495304,0,0
15.3538,0.495304,0,0
15.3837,0.495304,0,0
15.4139,0.495304,0,0
15.4439,0.495304,0,0
15.474,0.495304,0,0
15.5039,0.495304,0,0
15.5338,0.495304,0,0
15.5638,0.495304,0,0
15.5941,0.495304,0,0
15.6241,0.495304,0,0
15.6538,0.495304,0,0
15.6841,0.495304,0,0
15.714,0.495304,0,0
15.7438,0.495304,0,0
15.7739,0.495304,0,0
15.8039,0.495304,0,0
15.8337,0.495304,0,0
15.8638,0.495304,0,0
15.8939,0.495304,0,0
15.9238,0.495304,0,0
15.9539,0.495304,0,0
15.984,0.495304,0,0
16.0138,0.495304,0,0
16.0439,0.495304,0,0
16.0741,0.495304,0,0
16.1039,0.495304,0,0
16.1339,0.495304,0,0
16.1637,0.495304,0,0
16.194,0.495304,0,0
16.2239,0.495304,0,0
16.2539,0.495304,0,0
16.284,0.495304,0,0
16.3138,0.495304,0,0
16.3436,0.495304,0,0
16.3738,0.495304,0,0
16.4037,0.495304,0,0
16.4341,0.495304,0,0
16.4637,0.495304,0,0
16.4939,0.495304,0,0
16.5238,0.495304,0,0
16.5538,0.495304,0,0
16.5839,0.495304,0,0
16.6139,0.495304,0,0
16.6439,0.495304,0,0
16.6737,0.495304,0,0
16.704,0.495304,0,0
16.7338,0.495304,0,0
16.7638,0.495304,0,0
16.794,0.495304,0,0
16.8241,0.495304,0,0
16.8539,0.495304,0,0
16.8838,0.495304,0,0
16.914,0.495304,0,0
16.9438,0.495304,0,0
16.9738,0.495304,0,0
17.0039,0.495304,0,0
17.0338,0.495304,0,0
17.0638,0.495304,0,0
17.0938,0.495304,0,0
17.1239,0.495304,0,0
17.1539,0.495304,0,0
17.184,0.495304,0,0
17.2141,0.495304,0,0
17.2439,0.495304,0,0
17.2737,0.495304,0,0
17.304,0.495304,0,0
17.3339,0.495304,0,0
17.364,0.495304,0,0
17.394,0.495304,0,0
17.4238,0.495304,0,0
17.454,0.495304,0,0
17.4839,0.495304,0,0
17.5139,0.495304,0,0
17.544,0.495304,0,0
17.5739,0.495304,0,0
17.6041,0.495304,0,0
17.6338,0.495304,0,0
17.6638,0.495304,0,0
17.6938,0.495304,0,0
17.7238,0.495304,0,0
17.7539,0.495304,0,0
17.7838,0.495304,0,0
17.8139,0.495304,0,0
17.8438,0.495304,0,0
17.8739,0.495304,0,0
17.882,0.495314,0.00123614,0.152191
17.9039,0.495314,0,-0.0565101
17.9133,0.507968,1.35011,144.045
17.9342,0.507968,0,-64.5546
17.9462,0.52555,1.46094,121.398
17.9638,0.52555,0,-83.0347
17.9781,0.528366,0.197368,13.8299
17.9943,0.528366,0,-12.1745
18.0104,0.495777,-2.01789,-124.944
18.0245,0.495777,0,143.343
18.0424,0.465799,-1.67199,-93.2529
18.054,0.465799,0,144.288
18.0737,0.427296,-1.96132,-99.91
18.0841,0.427296,0,188.691
18.1058,0.363384,-2.94322,-135.539
18.114,0.363384,0,357.066
18.1375,0.302145,-2.60736,-111.011
18.1438,0.302145,0,415.499
18.1701,0.281102,-0.798021,-30.2638
18.1736,0.281102,0,229.96
18.2024,0.281102,0,0
18.2036,0.281102,0,0
18.2336,0.276838,-0.141942,-4.72517
18.2337,0.276838,0,0
18.2638,0.276838,0,0
18.2657,0.250109,-14.4879,-7852.79
18.2937,0.250109,0,515.757
18.2974,0.188191,-17.137,-4743.02
18.324,0.188191,0,644.377
18.3291,0.125613,-12.0856,-2334.05
18.3537,0.125613,0,491.96
18.362,0.08666,-4.6876,-564.11
18.3837,0.08666,0,215.674
18.3937,0.06358,-2.32067,-233.341
18.4138,0.06358,0,115.124
18.4256,0.0517125,-1.01102,-86.1309
18.4439,0.0517125,0,55.2845
18.4575,0.0397039,-0.879459,-64.408
18.4738,0.0397039,0,53.9363
18.4904,0.0276066,-0.728046,-43.8157
18.5039,0.0276066,0,54.2845
18.5221,0.0276066,0,0
18.5338,0.0276066,0,0
18.5537,0.0214694,-0.308502,-15.5076
18.5637,0.0214694,0,30.7898
18.5711,0.0214694,0,0
18.5937,0.0214694,0,0
18.6238,0.0214694,0,0
18.6538,0.0214694,0,0
18.6838,0.0214694,0,0
18.7141,0.0214694,0,0
18.744,0.0214694,0,0
18.7738,0.0214694,0,0
18.8038,0.0214694,0,0
18.8338,0.0214694,0,0
18.864,0.0214694,0,0
18.8937,0.0214694,0,0
18.9239,0.0214694,0,0
18.9538,0.0214694,0,0
18.9839,0.0214694,0,0
19.0138,0.0214694,0,0
19.0437,0.0214694,0,0
19.0738,0.0214694,0,0
19.1036,0.0214694,0,0
19.1343,0.0214694,0,0
19.1638,0.0214694,0,0
19.1938,0.0214694,0,0
19.2239,0.0214694,0,0
19.2539,0.0214694,0,0
19.2837,0.0214694,0,0
19.3138,0.0214694,0,0
19.3438,0.0214694,0,0
19.3542,0.00150155,-1.91695,-184.031
19.3737,0.00150155,0,98.4301
19.3855,-0.0397096,-3.48795,-295.205
19.4038,-0.0397096,0,190.517
19.4172,-0.104706,-4.84373,-360.968
19.4339,-0.104706,0,291.119
19.4499,-0.165492,-3.80698,-238.428
19.4638,-0.165492,0,272.977
19.4814,-0.205196,-2.25698,-128.299
19.4938,-0.205196,0,182.42
19.514,-0.237544,-1.59642,-78.7861
19.5239,-0.237544,0,161.49
19.545,-0.262607,-1.18616,-56.1385
19.5539,-0.262607,0,134.481
19.5783,-0.296914,-1.40131,-57.2369
19.5837,-0.296914,0,260.127
19.6096,-0.332407,-1.37254,-53.0778
19.6137,-0.332407,0,332.906
19.6421,-0.368908,-1.28472,-45.2174
19.6437,-0.368908,0,824.489
19.6733,-0.396991,-0.949391,-32.0962
19.6735,-0.396991,0,4883.17
19.704,-0.396991,0,0
19.7056,-0.436006,-24.1281,-14921.5
19.7339,-0.436006,0,853.264
19.7379,-0.4762,-10.0435,-2509.62
19.7639,-0.4762,0,385.941
19.7694,-0.4762,0,0
19.7937,-0.4762,0,0
19.8026,-0.4762,0,0
19.824,-0.4762,0,0
19.8335,-0.446115,3.17618,335.319
19.8539,-0.446115,0,-155.543
19.8658,-0.368908,6.50919,548.779
19.8838,-0.368908,0,-360.755
19.8972,-0.271139,7.27569,541.433
19.9139,-0.271139,0,-437.408
19.9298,-0.157833,7.12896,448.539
19.9438,-0.157833,0,-507.809
19.9619,-0.0611747,5.3297,293.878
19.9738,-0.0611747,0,-448.847
19.9934,-0.00536404,2.84876,145.41
20.0038,-0.00536404,0,-275.157
20.0255,0.0547791,2.76111,126.76
20.0337,0.0547791,0,-336.903
20.0578,0.130664,3.15247,130.962
20.0636,0.130664,0,-541.225
20.0894,0.196221,2.54596,98.8749
20.0937,0.196221,0,-586.474
20.1215,0.241824,1.64457,59.3071
20.1237,0.241824,0,-732.303
20.1532,0.279944,1.29315,43.8682
20.1536,0.279944,0,-2945.56
20.1839,0.279944,0,0
20.1857,0.311664,17.9055,10107.4
20.2138,0.311664,0,-635.402
20.2177,0.342313,7.96014,2067.39
20.2438,0.342313,0,-304.862
20.2495,0.371915,5.22206,921.242
20.2738,0.371915,0,-214.72
20.3039,0.371915,0,0
20.3338,0.371915,0,0
20.3641,0.371915,0,0
20.3938,0.371915,0,0
20.4238,0.371915,0,0
20.4543,0.371915,0,0
20.4839,0.371915,0,0
20.514,0.371915,0,0
20.5438,0.371915,0,0
20.5739,0.371915,0,0
20.6039,0.371915,0,0
20.6339,0.371915,0,0
20.6639,0.371915,0,0
20.6939,0.371915,0,0
20.7241,0.371915,0,0
20.754,0.371915,0,0
20.7843,0.371915,0,0
20.814,0.371915,0,0
20.844,0.371915,0,0
20.8739,0.371915,0,0
20.9038,0.371915,0,0
20.9338,0.371915,0,0
20.9538,0.366642,-0.263967,-13.2145
20.9638,0.366642,0,26.3237
20.9854,0.366642,0,0
20.9937,0.366642,0,0
21.0181,0.366642,0,0
21.0239,0.366642,0,0
21.049,0.349875,-0.668507,-26.6547
21.0539,0.349875,0,138.294
21.0823,0.338192,-0.411183,-14.4706
21.0836,0.338192,0,307.329
21.1135,0.332394,-0.194034,-6.49377
21.1135,0.332394,0,0
21.1439,0.332394,0,0
21.1457,0.32663,-3.11539,-1683.77
21.1738,0.32663,0,110.848
21.1777,0.320757,-1.50989,-388.19
21.2039,0.320757,0,57.7371
21.2094,0.314742,-1.09398,-198.965
21.2339,0.314742,0,44.6677
21.2417,0.314742,0,0
21.2639,0.314742,0,0
21.2739,0.314742,0,0
21.2939,0.314742,0,0
21.3059,0.314742,0,0
21.3238,0.314742,0,0
21.337,0.314742,0,0
21.3539,0.314742,0,0
21.3699,0.309077,-0.35402,-22.1233
21.384,0.309077,0,25.1223
21.392,0.296829,-1.53062,-191.281
21.4139,0.296829,0,69.8492
21.4438,0.296829,0,0
21.4737,0.296829,0,0
21.5039,0.296829,0,0
21.534,0.296829,0,0
21.5638,0.296829,0,0
21.5939,0.296829,0,0
21.624,0.296829,0,0
21.6539,0.296829,0,0
21.6839,0.296829,0,0
21.714,0.296829,0,0
21.7438,0.296829,0,0
21.7739,0.296829,0,0
21.8039,0.296829,0,0
21.8338,0.296829,0,0
21.8639,0.296829,0,0
21.8942,0.296829,0,0
21.9237,0.296829,0,0
21.9538,0.296829,0,0
21.9839,0.296829,0,0
22.0138,0.296829,0,0
22.0439,0.296829,0,0
22.0439,0.296856,0,0
22.0738,0.296856,0,0
22.0739,0.296856,0,0
22.1037,0.296856,0,0
22.1057,0.309522,6.19734,3032.1
22.1338,0.309522,0,-221.013
22.1374,0.328179,5.12738,1409.18
22.164,0.328179,0,-192.706
22.1693,0.352551,4.64753,886.249
22.194,0.352551,0,-188.017
22.2015,0.370563,2.39915,319.551
22.2239,0.370563,0,-107.173
22.2334,0.394018,2.45531,257.03
22.2538,0.394018,0,-120.498
22.2655,0.411442,1.4965,128.527
22.2838,0.411442,0,-81.4914
22.2971,0.434059,1.70513,128.55
22.3138,0.434059,0,-101.906
22.3299,0.450631,1.02994,64.0135
22.3439,0.450631,0,-73.7223
22.3621,0.488269,2.06529,113.327
22.3739,0.488269,0,-174.688
22.3939,0.549132,3.04017,151.86
22.4038,0.549132,0,-307.497
22.4251,0.600806,2.42985,114.259
22.4339,0.600806,0,-276.142
22.4578,0.631473,1.28207,53.5983
22.4639,0.631473,0,-211.523
22.4902,0.635669,0.159578,6.06865
22.4938,0.635669,0,-44.5547
22.5216,0.656457,0.747306,26.8645
22.5237,0.656457,0,-348.062
22.5532,0.683873,0.930323,31.5696
22.5536,0.683873,0,-2298.8
22.584,0.683873,0,0
22.5854,0.709479,17.5756,12063.7
22.6139,0.709479,0,-617.412
22.6173,0.723291,4.1383,1239.9
22.644,0.723291,0,-154.642
22.6495,0.726621,0.604186,109.626
22.674,0.726621,0,-24.7208
22.6823,0.726621,0,0
22.704,0.726621,0,0
22.7137,0.729928,0.340331,35.0166
22.7339,0.729928,0,-16.887
22.746,0.729928,0,0
22.7638,0.729928,0,0
22.7779,0.729928,0,0
22.7939,0.729928,0,0
22.8096,0.733179,0.207302,13.2211
22.8239,0.733179,0,-14.4627
22.8423,0.733179,0,0
22.8539,0.733179,0,0
22.8709,0.733179,0,0
22.8839,0.733179,0,0
22.914,0.733179,0,0
22.9439,0.733179,0,0
22.974,0.733179,0,0
23.0038,0.733179,0,0
23.0338,0.733179,0,0
23.0638,0.733179,0,0
23.0939,0.733179,0,0
23.1239,0.733179,0,0
23.1538,0.733179,0,0
23.184,0.733179,0,0
23.2139,0.733179,0,0
23.2441,0.733179,0,0
23.2739,0.733179,0,0
23.3039,0.733179,0,0
23.3339,0.733179,0,0
23.3638,0.733179,0,0
23.394,0.733179,0,0
23.4237,0.733179,0,0
23.4538,0.733179,0,0
23.484,0.733179,0,0
23.5138,0.733179,0,0
23.544,0.733179,0,0
23.574,0.733179,0,0
23.6039,0.733179,0,0
23.6337,0.733179,0,0
23.6637,0.733179,0,0
23.6944,0.733179,0,0
23.724,0.733179,0,0
23.7538,0.733179,0,0
23.7841,0.733179,0,0
23.8138,0.733179,0,0
23.8438,0.733179,0,0
23.8738,0.733179,0,0
23.9039,0.733179,0,0
23.9338,0.733179,0,0
23.9638,0.733179,0,0
23.9939,0.733179,0,0
24.0239,0.733179,0,0
24.0538,0.733179,0,0
24.0837,0.733179,0,0
24.1137,0.733179,0,0
24.1444,0.733179,0,0
24.1738,0.733179,0,0
24.2042,0.733179,0,0
24.2338,0.733179,0,0
24.2637,0.733179,0,0
24.2938,0.733179,0,0
24.324,0.733179,0,0
24.3538,0.733179,0,0
24.3837,0.733179,0,0
24.4138,0.733179,0,0
24.4439,0.733179,0,0
24.4738,0.733179,0,0
24.5038,0.733179,0,0
24.5338,0.733179,0,0
24.5638,0.733179,0,0
24.5939,0.733179,0,0
24.6237,0.733179,0,0
24.6538,0.733179,0,0
24.6838,0.733179,0,0
24.714,0.733179,0,0
24.744,0.733179,0,0
24.7738,0.733179,0,0
24.8041,0.733179,0,0
24.8337,0.733179,0,0
24.8637,0.733179,0,0
24.8938,0.733179,0,0
